Segment,Protein Name,Sequence Accession,Complete Genome,Segment Length,Subtype,Collection Date,Host Species,Country,State/Province,Flu Season,Strain Name
4,HA,EU857038,No,1701,H3N2,8/8/2004,IRD:Human,Hong Kong,-N/A-,-N/A-,A/Hong Kong/CUHK52390/2004(H3N2)
4,HA,CY039039,Yes,1726,H3N2,8/9/2004,IRD:Human,Hong Kong,-N/A-,-N/A-,A/Hong Kong/HKU33/2004
4,HA,CY007411,No,1714,H3N2,8/11/2004,IRD:Human,New Zealand,-N/A-,-N/A-,A/Canterbury/24/2004(H3N2)
4,HA,CY002914,Yes,1749,H3N2,8/12/2004,IRD:Human,New Zealand,-N/A-,-N/A-,A/Christchurch/15/2004(H3N2)
4,HA,CY016212,Yes,1725,H3N2,8/12/2004,IRD:Human,New Zealand,-N/A-,-N/A-,A/Waikato/1/2004(H3N2)
4,HA,CY007363,No,1717,H3N2,8/13/2004,IRD:Human,New Zealand,-N/A-,-N/A-,A/Canterbury/17/2004(H3N2)
4,HA,EU857042,No,1701,H3N2,8/13/2004,IRD:Human,Hong Kong,-N/A-,-N/A-,A/Hong Kong/CUHK52677/2004(H3N2)
4,HA,CY100348,No,1698,H3N2,8/14/2004,IRD:Human,Hong Kong,-N/A-,-N/A-,A/Hong Kong/HKU90/2004
4,HA,CY007371,Yes,1721,H3N2,8/15/2004,IRD:Human,New Zealand,-N/A-,-N/A-,A/Canterbury/18/2004(H3N2)
4,HA,CY100356,No,1698,H3N2,8/16/2004,IRD:Human,Hong Kong,-N/A-,-N/A-,A/Hong Kong/HKU91/2004
4,HA,CY007379,Yes,1721,H3N2,8/17/2004,IRD:Human,New Zealand,-N/A-,-N/A-,A/Canterbury/19/2004(H3N2)
4,HA,EU857043,No,1701,H3N2,8/17/2004,IRD:Human,Hong Kong,-N/A-,-N/A-,A/Hong Kong/CUHK52863/2004(H3N2)
4,HA,CY007387,Yes,1723,H3N2,8/18/2004,IRD:Human,New Zealand,-N/A-,-N/A-,A/Canterbury/20/2004(H3N2)
4,HA,CY007395,No,1716,H3N2,8/18/2004,IRD:Human,New Zealand,-N/A-,-N/A-,A/Canterbury/21/2004(H3N2)
4,HA,EU857045,No,1701,H3N2,8/18/2004,IRD:Human,Hong Kong,-N/A-,-N/A-,A/Hong Kong/CUHK52941/2004(H3N2)
4,HA,CY038647,Yes,1713,H3N2,8/18/2004,IRD:Human,Hong Kong,-N/A-,-N/A-,A/Hong Kong/HKU34/2004(H3N2)
4,HA,CY013911,Yes,1725,H3N2,8/18/2004,IRD:Human,New Zealand,-N/A-,-N/A-,A/Wellington/4/2004(H3N2)
4,HA,CY012112,Yes,1722,H3N2,8/18/2004,IRD:Human,New Zealand,-N/A-,-N/A-,A/Wellington/6/2004
4,HA,CY007403,Yes,1717,H3N2,8/19/2004,IRD:Human,New Zealand,-N/A-,-N/A-,A/Canterbury/23/2004(H3N2)
4,HA,CY013453,Yes,1714,H3N2,8/23/2004,IRD:Human,New Zealand,-N/A-,-N/A-,A/Wellington/23/2004(H3N2)
4,HA,CY040306,Yes,1716,H3N2,8/24/2004,IRD:Human,Hong Kong,-N/A-,-N/A-,A/Hong Kong/HKU35/2004(H3N2)
4,HA,CY100364,No,1698,H3N2,8/30/2004,IRD:Human,Hong Kong,-N/A-,-N/A-,A/Hong Kong/HKU92/2004
4,HA,CY012672,Yes,1716,H3N2,8/31/2004,IRD:Human,New Zealand,-N/A-,-N/A-,A/Wellington/14/2004
4,HA,CY013461,Yes,1716,H3N2,9/1/2004,IRD:Human,New Zealand,-N/A-,-N/A-,A/Waikato/12/2004
4,HA,CY012680,Yes,1724,H3N2,9/1/2004,IRD:Human,New Zealand,-N/A-,-N/A-,A/Wellington/8/2004
4,HA,EU857053,No,1701,H3N2,9/2/2004,IRD:Human,Hong Kong,-N/A-,-N/A-,A/Hong Kong/CUHK53726/2004(H3N2)
4,HA,CY038655,No,1707,H3N2,9/2/2004,IRD:Human,Hong Kong,-N/A-,-N/A-,A/Hong Kong/HKU36/2004(H3N2)
4,HA,CY002930,Yes,1748,H3N2,9/3/2004,IRD:Human,New Zealand,-N/A-,-N/A-,A/Christchurch/89/2004(H3N2)
4,HA,EU857054,No,1701,H3N2,9/3/2004,IRD:Human,Hong Kong,-N/A-,-N/A-,A/Hong Kong/CUHK53732/2004(H3N2)
4,HA,EU857055,No,1701,H3N2,9/3/2004,IRD:Human,Hong Kong,-N/A-,-N/A-,A/Hong Kong/CUHK53766/2004(H3N2)
4,HA,CY013919,Yes,1723,H3N2,9/3/2004,IRD:Human,New Zealand,-N/A-,-N/A-,A/Waikato/3/2004(H3N2)
4,HA,CY020893,No,1721,H3N2,9/3/2004,IRD:Human,New Zealand,-N/A-,-N/A-,A/Waikato/31/2004(H3N2)
4,HA,CY012704,Yes,1724,H3N2,9/5/2004,IRD:Human,New Zealand,-N/A-,-N/A-,A/Waikato/21/2004
4,HA,CY013469,Yes,1713,H3N2,9/6/2004,IRD:Human,New Zealand,-N/A-,-N/A-,A/Wellington/18/2004
4,HA,CY007451,Yes,1721,H3N2,9/7/2004,IRD:Human,New Zealand,-N/A-,-N/A-,A/Canterbury/104/2004(H3N2)
4,HA,CY007459,Yes,1730,H3N2,9/7/2004,IRD:Human,New Zealand,-N/A-,-N/A-,A/Canterbury/105/2004(H3N2)
4,HA,CY002938,Yes,1737,H3N2,9/7/2004,IRD:Human,New Zealand,-N/A-,-N/A-,A/Christchurch/90/2004(H3N2)
4,HA,CY013501,Yes,1723,H3N2,9/7/2004,IRD:Human,New Zealand,-N/A-,-N/A-,A/Waikato/22/2004
4,HA,CY008204,No,1721,H3N2,9/8/2004,IRD:Human,New Zealand,-N/A-,-N/A-,A/Whanganui/69/2004(H3N2)
4,HA,CY007427,No,1721,H3N2,9/9/2004,IRD:Human,New Zealand,-N/A-,-N/A-,A/Canterbury/101/2004(H3N2)
4,HA,CY007435,Yes,1721,H3N2,9/9/2004,IRD:Human,New Zealand,-N/A-,-N/A-,A/Canterbury/102/2004(H3N2)
4,HA,CY007443,Yes,1721,H3N2,9/9/2004,IRD:Human,New Zealand,-N/A-,-N/A-,A/Canterbury/103/2004(H3N2)
4,HA,CY015564,Yes,1722,H3N2,9/9/2004,IRD:Human,New Zealand,-N/A-,-N/A-,A/Waikato/16/2004(H3N2)
4,HA,CY007419,No,1720,H3N2,9/10/2004,IRD:Human,New Zealand,-N/A-,-N/A-,A/Canterbury/100/2004(H3N2)
4,HA,CY007307,Yes,1721,H3N2,9/10/2004,IRD:Human,New Zealand,-N/A-,-N/A-,A/Tairawhiti/369/2004(H3N2)
4,HA,CY009924,No,1718,H3N2,9/10/2004,IRD:Human,New Zealand,-N/A-,-N/A-,A/Whanganui/127/2004(H3N2)
4,HA,CY007275,Yes,1721,H3N2,9/10/2004,IRD:Human,New Zealand,-N/A-,-N/A-,A/Whanganui/128/2004(H3N2)
4,HA,CY007283,No,1730,H3N2,9/10/2004,IRD:Human,New Zealand,-N/A-,-N/A-,A/Whanganui/129/2004(H3N2)
4,HA,CY007323,No,1721,H3N2,9/10/2004,IRD:Human,New Zealand,-N/A-,-N/A-,A/Whanganui/386/2004(H3N2)
4,HA,CY007331,Yes,1721,H3N2,9/10/2004,IRD:Human,New Zealand,-N/A-,-N/A-,A/Whanganui/417/2004(H3N2)
4,HA,CY013477,Yes,1713,H3N2,9/11/2004,IRD:Human,New Zealand,-N/A-,-N/A-,A/Wellington/27/2004(H3N2)
4,HA,CY007475,Yes,1721,H3N2,9/12/2004,IRD:Human,New Zealand,-N/A-,-N/A-,A/Canterbury/107/2004(H3N2)
4,HA,CY007987,Yes,1720,H3N2,9/12/2004,IRD:Human,New Zealand,-N/A-,-N/A-,A/Canterbury/108/2004(H3N2)
4,HA,CY007995,Yes,1721,H3N2,9/12/2004,IRD:Human,New Zealand,-N/A-,-N/A-,A/Canterbury/109/2004(H3N2)
4,HA,CY012688,Yes,1723,H3N2,9/12/2004,IRD:Human,New Zealand,-N/A-,-N/A-,A/Wellington/22/2004
4,HA,CY007315,No,1721,H3N2,9/13/2004,IRD:Human,New Zealand,-N/A-,-N/A-,A/Bay of Plenty/383/2004(H3N2)
4,HA,CY015948,Yes,1721,H3N2,9/13/2004,IRD:Human,Australia,-N/A-,-N/A-,A/Western Australia/60/2004(H3N2)
4,HA,CY118802,Yes,1734,H3N2,9/14/2004,IRD:Human,Malaysia,-N/A-,-N/A-,A/Malaysia/29711/2004
4,HA,CY012696,Yes,1721,H3N2,9/14/2004,IRD:Human,New Zealand,-N/A-,-N/A-,A/Wellington/31/2004
4,HA,CY015908,Yes,1723,H3N2,9/14/2004,IRD:Human,Australia,-N/A-,-N/A-,A/Western Australia/55/2004(H3N2)
4,HA,CY007491,Yes,1721,H3N2,9/15/2004,IRD:Human,New Zealand,-N/A-,-N/A-,A/Canterbury/202/2004(H3N2)
4,HA,CY007499,Yes,1717,H3N2,9/15/2004,IRD:Human,New Zealand,-N/A-,-N/A-,A/Canterbury/205/2004(H3N2)
4,HA,CY091453,Yes,1734,H3N2,9/15/2004,IRD:Human,Malaysia,-N/A-,-N/A-,A/Malaysia/NHRC0001/2004(H3N2)
4,HA,CY020037,Yes,1723,H3N2,9/15/2004,IRD:Human,Australia,-N/A-,-N/A-,A/Queensland/45/2004(H3N2)
4,NL,CY039960,Yes,1710,H3N2,9/16/2004,IRD:Human,New Zealand,-N/A-,-N/A-,A/Canterbury/200/2004(H3N2)
4,HA,CY039965,Yes,1721,H3N2,9/16/2004,IRD:Human,New Zealand,-N/A-,-N/A-,A/Canterbury/200/2004(H3N2)
4,HA,CY039966,Yes,1721,H3N2,9/16/2004,IRD:Human,New Zealand,-N/A-,-N/A-,A/Canterbury/200/2004(H3N2)
4,NL,CY039961,Yes,1714,H3N2,9/16/2004,IRD:Human,New Zealand,-N/A-,-N/A-,A/Canterbury/200/2004(H3N2)
4,NL,CY039962,Yes,1715,H3N2,9/16/2004,IRD:Human,New Zealand,-N/A-,-N/A-,A/Canterbury/200/2004(H3N2)
4,HA,CY039963,Yes,1715,H3N2,9/16/2004,IRD:Human,New Zealand,-N/A-,-N/A-,A/Canterbury/200/2004(H3N2)
4,HA,CY039964,Yes,1715,H3N2,9/16/2004,IRD:Human,New Zealand,-N/A-,-N/A-,A/Canterbury/200/2004(H3N2)
4,HA,CY096843,Yes,1721,H3N2,9/16/2004,IRD:Human,New Zealand,-N/A-,-N/A-,A/Canterbury/200/2004(H3N2)
4,HA,CY007483,Yes,1721,H3N2,9/16/2004,IRD:Human,New Zealand,-N/A-,-N/A-,A/Canterbury/201/2004(H3N2)
4,HA,CY013509,Yes,1724,H3N2,9/16/2004,IRD:Human,New Zealand,-N/A-,-N/A-,A/Waikato/26/2004(H3N2)
4,HA,CY038663,Yes,1707,H3N2,9/17/2004,IRD:Human,Hong Kong,-N/A-,-N/A-,A/Hong Kong/HKU37/2004(H3N2)
4,HA,CY006379,Yes,1747,H3N2,9/17/2004,IRD:Human,USA,New York,-N/A-,A/New York/467/2004(H3N2)
4,HA,CY003656,Yes,1737,H3N2,9/17/2004,IRD:Human,USA,New York,-N/A-,A/New York/468/2004(H3N2)
4,HA,CY008212,Yes,1721,H3N2,9/18/2004,IRD:Human,New Zealand,-N/A-,-N/A-,A/Tairawhiti/223/2004(H3N2)
4,HA,CY015572,Yes,1721,H3N2,9/19/2004,IRD:Human,New Zealand,-N/A-,-N/A-,A/Wellington/34/2004(H3N2)
4,HA,CY006179,No,1748,H3N2,9/20/2004,IRD:Human,USA,New York,-N/A-,A/New York/469/2004(H3N2)
4,HA,CY013525,Yes,1721,H3N2,9/20/2004,IRD:Human,New Zealand,-N/A-,-N/A-,A/Waikato/35/2004
4,HA,CY013493,Yes,1721,H3N2,9/20/2004,IRD:Human,New Zealand,-N/A-,-N/A-,A/Wellington/38/2004
4,HA,CY007515,No,1717,H3N2,9/21/2004,IRD:Human,New Zealand,-N/A-,-N/A-,A/Canterbury/207/2004(H3N2)
4,HA,CY012720,Yes,1713,H3N2,9/21/2004,IRD:Human,New Zealand,-N/A-,-N/A-,A/Waikato/40/2004
4,HA,CY013533,Yes,1722,H3N2,9/21/2004,IRD:Human,New Zealand,-N/A-,-N/A-,A/Waikato/43/2004
4,HA,CY013152,Yes,1720,H3N2,9/21/2004,IRD:Human,New Zealand,-N/A-,-N/A-,A/Wellington/35/2004
4,HA,CY013485,Yes,1720,H3N2,9/21/2004,IRD:Human,New Zealand,-N/A-,-N/A-,A/Wellington/44/2004
4,HA,CY013160,Yes,1724,H3N2,9/21/2004,IRD:Human,New Zealand,-N/A-,-N/A-,A/Wellington/45/2004
4,HA,CY015876,Yes,1721,H3N2,9/21/2004,IRD:Human,Australia,-N/A-,-N/A-,A/Western Australia/51/2004(H3N2)
4,HA,CY015884,Yes,1721,H3N2,9/21/2004,IRD:Human,Australia,-N/A-,-N/A-,A/Western Australia/52/2004(H3N2)
4,HA,CY007523,No,1716,H3N2,9/22/2004,IRD:Human,New Zealand,-N/A-,-N/A-,A/Canterbury/208/2004(H3N2)
4,HA,CY007539,No,1721,H3N2,9/22/2004,IRD:Human,New Zealand,-N/A-,-N/A-,A/Canterbury/210/2004(H3N2)
4,HA,CY002946,Yes,1749,H3N2,9/22/2004,IRD:Human,New Zealand,-N/A-,-N/A-,A/Christchurch/184/2004(H3N2)
4,HA,CY007531,Yes,1721,H3N2,9/23/2004,IRD:Human,New Zealand,-N/A-,-N/A-,A/Canterbury/209/2004(H3N2)
4,HA,CY040314,Yes,1716,H3N2,9/23/2004,IRD:Human,Hong Kong,-N/A-,-N/A-,A/Hong Kong/HKU38/2004(H3N2)
4,HA,CY013541*,No,1714,H3N2,9/23/2004,IRD:Human,New Zealand,-N/A-,-N/A-,A/Waikato/45/2004
4,HA,CY012712,Yes,1716,H3N2,9/23/2004,IRD:Human,New Zealand,-N/A-,-N/A-,A/Wellington/52/2004
4,HA,CY007507,Yes,1721,H3N2,9/24/2004,IRD:Human,New Zealand,-N/A-,-N/A-,A/Canterbury/206/2004(H3N2)
4,HA,CY007547,Yes,1721,H3N2,9/25/2004,IRD:Human,New Zealand,-N/A-,-N/A-,A/Canterbury/303/2004(H3N2)
4,HA,CY091445,Yes,1735,H3N2,9/25/2004,IRD:Human,Malaysia,-N/A-,-N/A-,A/Malaysia/NHRC0002/2004(H3N2)
4,HA,CY091437,Yes,1735,H3N2,9/26/2004,IRD:Human,Malaysia,-N/A-,-N/A-,A/Malaysia/NHRC0003/2004(H3N2)
4,HA,CY006092,Yes,1727,H3N2,9/27/2004,IRD:Human,USA,New York,-N/A-,A/New York/470/2004(H3N2)
4,HA,CY008164,Yes,1747,H3N2,9/27/2004,IRD:Human,USA,New York,-N/A-,A/New York/472/2004(H3N2)
4,HA,CY020341,Yes,1718,H3N2,9/27/2004,IRD:Human,New Zealand,-N/A-,-N/A-,A/Wellington/55/2004(H3N2)
4,HA,CY013517,No,1704,H3N2,9/27/2004,IRD:Human,New Zealand,-N/A-,-N/A-,A/Wellington/58/2004
4,HA,CY007579,Yes,1717,H3N2,9/28/2004,IRD:Human,New Zealand,-N/A-,-N/A-,A/Canterbury/315/2004(H3N2)
4,HA,CY013935,Yes,1722,H3N2,9/28/2004,IRD:Human,New Zealand,-N/A-,-N/A-,A/Waikato/51/2004(H3N2)
4,HA,CY013927,Yes,1724,H3N2,9/28/2004,IRD:Human,New Zealand,-N/A-,-N/A-,A/Wellington/59/2004(H3N2)
4,HA,CY013943,Yes,1712,H3N2,9/29/2004,IRD:Human,New Zealand,-N/A-,-N/A-,A/Waikato/56/2004(H3N2)
4,HA,CY015892,Yes,1721,H3N2,9/29/2004,IRD:Human,Australia,-N/A-,-N/A-,A/Western Australia/53/2004(H3N2)
4,HA,CY017595,Yes,1714,H3N2,9/30/2004,IRD:Human,Australia,-N/A-,-N/A-,A/Queensland/48/2004(H3N2)
4,HA,CY017603,Yes,1716,H3N2,10/1/2004,IRD:Human,Australia,-N/A-,-N/A-,A/Queensland/49/2004(H3N2)
4,HA,CY015932,Yes,1722,H3N2,10/1/2004,IRD:Human,Australia,-N/A-,-N/A-,A/Western Australia/58/2004(H3N2)
4,HA,CY013959,Yes,1711,H3N2,10/2/2004,IRD:Human,New Zealand,-N/A-,-N/A-,A/Waikato/68/2004(H3N2)
4,HA,CY007555,Yes,1721,H3N2,10/4/2004,IRD:Human,New Zealand,-N/A-,-N/A-,A/Canterbury/304/2004(H3N2)
4,HA,CY008220,No,1708,H3N2,10/4/2004,IRD:Human,New Zealand,-N/A-,-N/A-,A/Canterbury/305/2004(H3N2)
4,HA,CY015916,Yes,1723,H3N2,10/4/2004,IRD:Human,Australia,-N/A-,-N/A-,A/Western Australia/56/2004(H3N2)
4,HA,CY013951,Yes,1721,H3N2,10/5/2004,IRD:Human,New Zealand,-N/A-,-N/A-,A/Waikato/64/2004(H3N2)
4,HA,CY013549,Yes,1714,H3N2,10/5/2004,IRD:Human,New Zealand,-N/A-,-N/A-,A/Wellington/62/2004
4,HA,CY008228,No,1721,H3N2,10/6/2004,IRD:Human,New Zealand,-N/A-,-N/A-,A/Canterbury/308/2004(H3N2)
4,HA,CY008236,Yes,1717,H3N2,10/6/2004,IRD:Human,New Zealand,-N/A-,-N/A-,A/Canterbury/309/2004(H3N2)
4,HA,CY008244,No,1720,H3N2,10/6/2004,IRD:Human,New Zealand,-N/A-,-N/A-,A/Canterbury/310/2004(H3N2)
4,HA,CY118810,Yes,1732,H3N2,10/6/2004,IRD:Human,Malaysia,-N/A-,-N/A-,A/Malaysia/29890/2004
4,HA,CY017587,Yes,1721,H3N2,10/6/2004,IRD:Human,Australia,-N/A-,-N/A-,A/Queensland/47/2004(H3N2)
4,HA,CY007563,Yes,1720,H3N2,10/7/2004,IRD:Human,New Zealand,-N/A-,-N/A-,A/Canterbury/311/2004(H3N2)
4,HA,CY019005,Yes,1727,H3N2,10/7/2004,IRD:Human,Australia,-N/A-,-N/A-,A/Queensland/41/2004(H3N2)
4,HA,CY016451,Yes,1722,H3N2,10/7/2004,IRD:Human,New Zealand,-N/A-,-N/A-,A/Waikato/70/2004(H3N2)
4,HA,CY016443,Yes,1721,H3N2,10/7/2004,IRD:Human,New Zealand,-N/A-,-N/A-,A/Wellington/61/2004(H3N2)
4,HA,CY015924,Yes,1724,H3N2,10/7/2004,IRD:Human,Australia,-N/A-,-N/A-,A/Western Australia/57/2004(H3N2)
4,HA,CY013967,Yes,1721,H3N2,10/8/2004,IRD:Human,New Zealand,-N/A-,-N/A-,A/Waikato/69/2004(H3N2)
4,HA,CY020029,Yes,1708,H3N2,10/9/2004,IRD:Human,Australia,-N/A-,-N/A-,A/Queensland/44/2004(H3N2)
4,HA,CY017973,Yes,1718,H3N2,10/9/2004,IRD:Human,Australia,-N/A-,-N/A-,A/Queensland/46/2004(H3N2)
4,HA,CY015972,Yes,1721,H3N2,10/9/2004,IRD:Human,Australia,-N/A-,-N/A-,A/Western Australia/63/2004(H3N2)
4,HA,CY008252,No,1717,H3N2,10/10/2004,IRD:Human,New Zealand,-N/A-,-N/A-,A/Canterbury/312/2004(H3N2)
4,HA,CY007291,Yes,1721,H3N2,10/11/2004,IRD:Human,New Zealand,-N/A-,-N/A-,A/Bay of Plenty/279/2004(H3N2)
4,HA,CY002954,Yes,1742,H3N2,10/12/2004,IRD:Human,New Zealand,-N/A-,-N/A-,A/Ashburton/280/2004(H3N2)
4,HA,CY007571,No,1717,H3N2,10/12/2004,IRD:Human,New Zealand,-N/A-,-N/A-,A/Canterbury/313/2004(H3N2)
4,HA,CY118818,Yes,1735,H3N2,10/12/2004,IRD:Human,Malaysia,-N/A-,-N/A-,A/Malaysia/29930/2004
4,HA,CY002962,Yes,1732,H3N2,10/13/2004,IRD:Human,New Zealand,-N/A-,-N/A-,A/Christchurch/297/2004(H3N2)
4,HA,CY017957,No,1710,H3N2,10/13/2004,IRD:Human,Australia,-N/A-,-N/A-,A/Queensland/42/2004(H3N2)
4,HA,CY013975,Yes,1718,H3N2,10/14/2004,IRD:Human,New Zealand,-N/A-,-N/A-,A/Waikato/71/2004(H3N2)
4,HA,CY015956,Yes,1723,H3N2,10/14/2004,IRD:Human,Australia,-N/A-,-N/A-,A/Western Australia/61/2004(H3N2)
4,HA,CY013999,Yes,1721,H3N2,10/15/2004,IRD:Human,New Zealand,-N/A-,-N/A-,A/Waikato/73/2004(H3N2)
4,HA,CY007299,Yes,1721,H3N2,10/17/2004,IRD:Human,New Zealand,-N/A-,-N/A-,A/Bay of Plenty/332/2004(H3N2)
4,HA,CY015940,Yes,1721,H3N2,10/17/2004,IRD:Human,Australia,-N/A-,-N/A-,A/Western Australia/59/2004(H3N2)
4,HA,CY038671,Yes,1716,H3N2,10/18/2004,IRD:Human,Hong Kong,-N/A-,-N/A-,A/Hong Kong/HKU39/2004(H3N2)
4,HA,CY015900,Yes,1718,H3N2,10/18/2004,IRD:Human,Australia,-N/A-,-N/A-,A/Western Australia/54/2004(H3N2)
4,HA,CY008516,No,1737,H3N2,10/19/2004,IRD:Human,USA,New York,04-05,A/New York/73/2004(H3N2)
4,HA,CY013991,Yes,1721,H3N2,10/19/2004,IRD:Human,New Zealand,-N/A-,-N/A-,A/Waikato/72/2004(H3N2)
4,HA,CY013983,Yes,1721,H3N2,10/19/2004,IRD:Human,New Zealand,-N/A-,-N/A-,A/Wellington/64/2004(H3N2)
4,HA,CY015964,Yes,1722,H3N2,10/19/2004,IRD:Human,Australia,-N/A-,-N/A-,A/Western Australia/62/2004(H3N2)
4,HA,CY117988,Yes,1732,H3N2,10/20/2004,IRD:Human,Malaysia,-N/A-,-N/A-,A/Malaysia/29997/2004
4,HA,CY002904,Yes,1761,H3N2,10/24/2004,IRD:Human,New Zealand,-N/A-,-N/A-,A/Christchurch/339/2004(H3N2)
4,HA,CY017965,Yes,1713,H3N2,10/24/2004,IRD:Human,Australia,-N/A-,-N/A-,A/Queensland/43/2004(H3N2)
4,HA,CY020045,Yes,1716,H3N2,10/27/2004,IRD:Human,Australia,-N/A-,-N/A-,A/Queensland/50/2004(H3N2)
4,HA,CY015980,Yes,1725,H3N2,10/28/2004,IRD:Human,Australia,-N/A-,-N/A-,A/Western Australia/64/2004(H3N2)
4,HA,CY006115,No,1748,H3N2,11/1/2004,IRD:Human,USA,New York,04-05,A/New York/355/2004(H3N2)
4,HA,CY002280,No,1718,H3N2,11/4/2004,IRD:Human,USA,New York,04-05,A/New York/98/2004(H3N2)
4,HA,CY002416,No,1760,H3N2,11/5/2004,IRD:Human,USA,New York,04-05,A/New York/353/2004(H3N2)
4,HA,CY003032,Yes,1741,H3N2,11/6/2004,IRD:Human,USA,New York,04-05,A/New York/351/2004(H3N2)
4,HA,CY002760,No,1737,H3N2,11/6/2004,IRD:Human,USA,New York,04-05,A/New York/68/2004(H3N2)
4,HA,CY002712,Yes,1737,H3N2,11/8/2004,IRD:Human,USA,New York,04-05,A/New York/319/2004(H3N2)
4,HA,CY003664,Yes,1747,H3N2,11/8/2004,IRD:Human,USA,New York,04-05,A/New York/471/2004(H3N2)
4,HA,CY002608,No,1703,H3N2,11/11/2004,IRD:Human,USA,New York,04-05,A/New York/190/2004(H3N2)
4,HA,CY006435,No,1721,H3N2,11/11/2004,IRD:Human,USA,New York,04-05,A/New York/368/2004(H3N2)
4,HA,CY007643,No,1720,H3N2,11/18/2004,IRD:Human,USA,New York,04-05,A/New York/245/2004(H3N2)
4,HA,CY002424,Yes,1741,H3N2,11/18/2004,IRD:Human,USA,New York,04-05,A/New York/360/2004
4,HA,CY002768,No,1711,H3N2,11/22/2004,IRD:Human,USA,New York,04-05,A/New York/200/2004(H3N2)
4,HA,CY039047,Yes,1713,H3N2,11/23/2004,IRD:Human,Hong Kong,-N/A-,-N/A-,A/Hong Kong/HKU40/2004
4,HA,CY006371,Yes,1760,H3N2,11/27/2004,IRD:Human,USA,New York,04-05,A/New York/466/2004(H3N2)
4,HA,CY002024,No,1762,H3N2,11/30/2004,IRD:Human,USA,New York,04-05,A/New York/379/2004(H3N2)
4,HA,CY002176,Yes,1761,H3N2,12/1/2004,IRD:Human,USA,New York,04-05,A/New York/356/2004(H3N2)
4,HA,CY002584,No,1731,H3N2,12/1/2004,IRD:Human,USA,New York,04-05,A/New York/358/2004(H3N2)
4,HA,CY112989,Yes,1735,H3N2,12/4/2004,IRD:Human,Netherlands,-N/A-,04-05,A/Netherlands/132/2004
4,HA,CY002504,No,1709,H3N2,12/7/2004,IRD:Human,USA,New York,04-05,A/New York/218/2004(H3N2)
4,HA,CY002432,Yes,1736,H3N2,12/8/2004,IRD:Human,USA,New York,04-05,A/New York/362/2004(H3N2)
4,HA,CY002288,No,1727,H3N2,12/9/2004,IRD:Human,USA,New York,04-05,A/New York/207/2004(H3N2)
4,HA,CY002784,Yes,1711,H3N2,12/9/2004,IRD:Human,USA,New York,04-05,A/New York/232/2004(H3N2)
4,HA,CY002216,Yes,1761,H3N2,12/9/2004,IRD:Human,USA,New York,04-05,A/New York/371/2004(H3N2)
4,HA,CY009268,No,1721,H3N2,12/10/2004,IRD:Human,USA,New York,04-05,A/New York/500/2004(H3N2)
4,HA,CY002728,Yes,1728,H3N2,12/15/2004,IRD:Human,USA,New York,04-05,A/New York/363/2004(H3N2)
4,HA,CY003072,Yes,1737,H3N2,12/16/2004,IRD:Human,USA,New York,04-05,A/New York/123/2004(H3N2)
4,HA,CY003416,Yes,1721,H3N2,12/16/2004,IRD:Human,USA,New York,04-05,A/New York/237/2004(H3N2)
4,HA,CY002440,Yes,1731,H3N2,12/16/2004,IRD:Human,USA,New York,04-05,A/New York/365/2004(H3N2)
4,HA,CY002192,Yes,1762,H3N2,12/20/2004,IRD:Human,USA,New York,04-05,A/New York/366/2004(H3N2)
4,HA,CY002208,Yes,1761,H3N2,12/20/2004,IRD:Human,USA,New York,04-05,A/New York/370/2004(H3N2)
4,HA,CY002592,Yes,1762,H3N2,12/20/2004,IRD:Human,USA,New York,04-05,A/New York/377/2004(H3N2)
4,HA,CY002408,No,1741,H3N2,12/21/2004,IRD:Human,USA,New York,04-05,A/New York/334/2004(H3N2)
4,HA,CY002064,Yes,1762,H3N2,12/21/2004,IRD:Human,USA,New York,04-05,A/New York/392/2004(H3N2)
4,HA,CY002224,Yes,1761,H3N2,12/22/2004,IRD:Human,USA,New York,04-05,A/New York/372/2004(H3N2)
4,HA,CY002040,Yes,1761,H3N2,12/22/2004,IRD:Human,USA,New York,04-05,A/New York/386/2004(H3N2)
4,HA,CY019149,Yes,1722,H3N2,12/22/2004,IRD:Human,USA,New York,04-05,A/New York/900/2004(H3N2)
4,HA,CY019157,Yes,1722,H3N2,12/22/2004,IRD:Human,USA,New York,04-05,A/New York/900/2004(H3N2)
4,HA,CY019141,Yes,1724,H3N2,12/22/2004,IRD:Human,USA,New York,04-05,A/New York/900/2004(H3N2)
4,HA,CY019811,Yes,1721,H3N2,12/22/2004,IRD:Human,USA,New York,04-05,A/New York/900/2004(H3N2)
4,HA,CY019165,Yes,1719,H3N2,12/22/2004,IRD:Human,USA,New York,04-05,A/New York/900/2004(H3N2)
4,HA,CY002080,No,1710,H3N2,12/24/2004,IRD:Human,USA,New York,04-05,A/New York/244/2004(H3N2)
4,HA,CY002600,No,1760,H3N2,12/26/2004,IRD:Human,USA,New York,04-05,A/New York/380/2004(H3N2)
4,HA,CY003408,Yes,1704,H3N2,12/27/2004,IRD:Human,USA,New York,04-05,A/New York/236/2004(H3N2)
4,HA,CY002232,Yes,1761,H3N2,12/27/2004,IRD:Human,USA,New York,04-05,A/New York/374/2004(H3N2)
4,HA,CY002048,Yes,1760,H3N2,12/27/2004,IRD:Human,USA,New York,04-05,A/New York/387/2004(H3N2)
